jammer,jsr_db,mode,trials,interface_pass,target_erased_count,delta_sinr_mean_db,delta_sinr_std_db,delta_sinr_ci95_db,target_only_change_mean_db,target_only_change_min_db,detected_after_mean,peak_error_after_mean,false_peak_after_mean,normalized_output_difference_mean,filter_coefficient_difference_mean,runtime_mean_ms,memory_mean_bytes
AMNoiseGaiJam,0.0,offset_-2,100,100,0,7.832919166488577,0.8510195826844159,0.16679983820614552,-0.9509127569059964,-1.1886192315169712,1.0,1.6,291.19,0.2900262608978814,1.2845618062252533,0.01914040942210704,400000000.0
AMNoiseGaiJam,0.0,offset_-32,100,100,0,-17.04958097727354,11.727040354550262,2.2984999094918512,-48.72070660716574,-60.90086154434164,0.2,25.6,295.89,0.8002445314723414,1.13676863010912,0.01952162361703813,400000000.0
AMNoiseGaiJam,0.0,offset_-4,100,100,0,7.713064442578419,0.7960962773048319,0.15603487035174707,-3.8950883599169206,-4.868838735280628,1.0,3.2,291.96,0.5294696413514609,1.4358694250306088,0.019219181849621236,400000000.0
AMNoiseGaiJam,0.0,offset_-8,100,100,0,6.995733760163972,0.49390410097359466,0.09680520379082455,-19.816139526252744,-24.770152693200416,1.0,6.4,293.42,0.7795665506795639,1.0888930158707242,0.019385882769711316,400000000.0
AMNoiseGaiJam,0.0,random,100,100,64,-204.94348017417767,147.1943547406589,32.45889117025237,-93.3358810971286,-137.90359686079853,0.18,1766.3,167.72,0.9899581832959241,1.3885386605065815,0.019339952268637717,400000000.0
AMNoiseGaiJam,0.0,true,100,100,0,7.83380978985729,0.8514303909712422,0.16688035663036346,-8.685846209842596e-05,-8.685846209919741e-05,1.0,0.0,290.55,0.0,0.0,0.020980483386665583,400000000.0
AMNoiseGaiJam,10.0,fixed_0,100,100,60,-15.177112361824243,29.177837611669744,9.042305557037585,-50.37409188338958,-100.74809690831707,0.2,2300.0,251.06,0.8004629927206196,1.1317870736236322,0.019043712527491152,400000000.0
AMNoiseGaiJam,10.0,missing,100,100,60,-15.177112361824243,29.177837611669744,9.042305557037585,-50.37409188338958,-100.74809690831707,0.2,2300.0,251.06,0.8004629927206196,1.1317870736236322,0.01891041174530983,400000000.0
AMNoiseGaiJam,10.0,offset_+1,100,100,0,16.036272655534585,1.2737170031305975,0.2496485326135971,-0.3018543450605612,-0.30359237476763723,1.0,1.0,290.83,0.19141354377316983,1.776094222931877,0.018949537770822644,400000000.0
AMNoiseGaiJam,10.0,offset_+16,100,100,0,5.212858845387517,1.2837702418872463,0.25161896740990025,-28.501699208166965,-28.529718531976496,0.0,16.0,291.12,0.9937661868004629,1.2971153619840419,0.0188520789379254,400000000.0
AMNoiseGaiJam,10.0,offset_+2,100,100,0,16.030181659524978,1.2726633404183125,0.24944201472198926,-1.1851414314792919,-1.1886192315169712,1.0,2.0,291.31,0.3711234807113757,1.6055776775241537,0.01878119830507785,400000000.0
AMNoiseGaiJam,10.0,offset_+32,100,100,0,-15.068490527301064,1.289188792127644,0.2526810032570182,-60.84436354784307,-60.90086154434165,0.0,32.0,287.71,1.0118712008150705,1.4186997961763188,0.019154191249981523,400000000.0
AMNoiseGaiJam,10.0,offset_+4,100,100,0,15.87384560547065,1.2701251180105728,0.24894452313007226,-4.861876158740904,-4.868838735280628,1.0,4.0,290.41,0.6824817607046297,1.7946138505742095,0.01897171139717102,400000000.0
AMNoiseGaiJam,10.0,offset_+8,100,100,0,14.971984922310556,1.270525535447679,0.2490230049477451,-24.75619952191072,-24.77015269320042,1.0,8.0,290.81,1.0034366777487043,1.3605278810864265,0.018925467156805098,400000000.0
AMNoiseGaiJam,10.0,offset_-1,100,100,0,16.037405197904494,1.275600396607166,0.25001767773500455,-0.24289127150652978,-0.30359237476763823,1.0,0.8,292.02,0.15264320112995616,1.4209204231429033,0.01900157833006233,400000000.0
AMNoiseGaiJam,10.0,offset_-16,100,100,0,7.379017479964257,3.167902367539579,0.6209088640377575,-22.823792197273615,-28.529718531976496,0.2,12.8,294.84,0.794032871275866,1.0386805062952917,0.019021581392735243,400000000.0
AMNoiseGaiJam,10.0,offset_-2,100,100,0,16.034305182840516,1.2741236308480421,0.24972823164621624,-0.9509127569059964,-1.1886192315169712,1.0,1.6,292.12,0.2936204200936908,1.2845618062252533,0.01886918267700821,400000000.0
AMNoiseGaiJam,10.0,offset_-32,100,100,0,-8.848194960920562,11.30355298518202,2.2154963850956757,-48.72070660716574,-60.90086154434164,0.2,25.6,297.41,0.8068372617244975,1.13676863010912,0.01906251593027264,400000000.0
AMNoiseGaiJam,10.0,offset_-4,100,100,0,15.914450458930357,1.2171831357231147,0.23856789460173045,-3.8950883599169206,-4.868838735280628,1.0,3.2,292.43,0.5333463476793553,1.4358694250306088,0.01910290797241032,400000000.0
AMNoiseGaiJam,10.0,offset_-8,100,100,0,15.197119776515692,0.8855468518699697,0.17356718296651405,-19.816139526252744,-24.770152693200416,1.0,6.4,292.67,0.7793702611086099,1.0888930158707242,0.0190204189857468,400000000.0
