jammer,jsr_db,seed,target_position,algorithm,role,true_target_idx_for_evaluation_only,estimated_target_idx,estimation_error_for_evaluation_only,estimator_confidence,fallback,fit_status,condition_number,regularization,diagnostics_json,oracle_input_status,forbidden_keys_present,interface_status,runtime_ms,memory_usage_bytes,exception_type,exception_message,target_only_response_change_db,target_only_response_change_is_finite,target_preservation_status,target_only_reference_peak_index,delta_sinr_db,detected_before,detected_after,peak_error_before,peak_error_after,false_peak_count_before,false_peak_count_after,target_window_peak_change_db
AMNoiseGaiJam,30.0,6002,3500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,3500,3500,0,0.5052535524283287,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.966097007539503, 4.913917705552941, 4.907456145157385, 4.895085880361545, 4.84737937080912], ""candidate_separation"": 125, ""margin_confidence"": 0.010507104856657628, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9999999999999997, ""topk_candidates"": [{""center"": 3500, ""local_peak"": 3027.0476690052656, ""observable_selection_score"": 4.966097007539503, ""off_candidate_peak"": 165.0515540555575, ""stability_proxy"": 18.34001313302583}, {""center"": 3021, ""local_peak"": 2456.638356152282, ""observable_selection_score"": 4.913917705552941, ""off_candidate_peak"": 133.94965087175802, ""stability_proxy"": 18.340013133025806}, {""center"": 3257, ""local_peak"": 2393.9315007922687, ""observable_selection_score"": 4.907456145157385, ""off_candidate_peak"": 130.53052271164273, ""stability_proxy"": 18.340013133025803}, {""center"": 3779, ""local_peak"": 2278.311834788942, ""observable_selection_score"": 4.895085880361545, ""off_candidate_peak"": 124.22629243848533, ""stability_proxy"": 18.340013133025796}, {""center"": 3924, ""local_peak"": 1882.3413879585066, ""observable_selection_score"": 4.84737937080912, ""off_candidate_peak"": 102.63577099456181, ""stability_proxy"": 18.340013133025764}]}",PASS,,PASS,2.4922500015236437,970512,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,27.941473396442372,False,True,0,0,1,93,-8.685846208762537e-05
AMNoiseGaiJam,30.0,6003,500,Identity,IDENTITY_BASELINE,500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,500,0.0,False,False,0,0,85,85,-2.892982399659862e-15
AMNoiseGaiJam,30.0,6003,500,adapt_filter_oracle,ORACLE_UPPER_BOUND,500,500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,32.36854204442352,400257328,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,25.389356260476582,False,True,0,0,85,635,-8.68584620934114e-05
AMNoiseGaiJam,30.0,6003,500,adapt_filter_fair,FAIR_PROTOTYPE_A,500,500,0,0.6413702362519018,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.28274047250380385, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9999999999999997, ""topk_candidates"": [{""center"": 500, ""matched_response"": 2769.109283424791, ""normalized_peak"": 0.9999999999999997, ""relative_score"": 329.317608261217}, {""center"": 632, ""matched_response"": 1986.1700162145935, ""normalized_peak"": 0.717259527496195, ""relative_score"": 236.20619209761765}, {""center"": 916, ""matched_response"": 1967.5627382896857, ""normalized_peak"": 0.710539937902427, ""relative_score"": 233.993312924101}, {""center"": 777, ""matched_response"": 1897.4438583141352, ""normalized_peak"": 0.6852181203796355, ""relative_score"": 225.6543925406683}, {""center"": 2839, ""matched_response"": 30.85502868048958, ""normalized_peak"": 0.011142582513871952, ""relative_score"": 3.6694486233215713}]}",PASS,,PASS,0.781166017986834,402382,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,25.389356260476582,False,True,0,0,85,628,-8.685846208955405e-05
AMNoiseGaiJam,30.0,6003,500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,500,500,0,0.5083987212036818,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.943836681810968, 4.860792869876818, 4.858440914332901, 4.8493736209934175, 3.827474983062899], ""candidate_separation"": 125, ""margin_confidence"": 0.01679744240736401, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9999999999999997, ""topk_candidates"": [{""center"": 500, ""local_peak"": 2769.081592608866, ""observable_selection_score"": 4.943836681810968, ""off_candidate_peak"": 150.98580205607476, ""stability_proxy"": 18.340013133025817}, {""center"": 632, ""local_peak"": 1986.150154713046, ""observable_selection_score"": 4.860792869876818, ""off_candidate_peak"": 108.29600504137416, ""stability_proxy"": 18.340013133025778}, {""center"": 916, ""local_peak"": 1967.5430628590575, ""observable_selection_score"": 4.858440914332901, ""off_candidate_peak"": 107.28144241707152, ""stability_proxy"": 18.340013133025767}, {""center"": 777, ""local_peak"": 1897.4248840652942, ""observable_selection_score"": 4.8493736209934175, ""off_candidate_peak"": 103.45820748887523, ""stability_proxy"": 18.340013133025764}, {""center"": 2839, ""local_peak"": 30.8547201332881, ""observable_selection_score"": 3.827474983062899, ""off_candidate_peak"": 1.6823717578329425, ""stability_proxy"": 18.340013133015038}]}",PASS,,PASS,2.3069579619914293,970420,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,25.389356260476582,False,True,0,0,85,628,-8.685846208955405e-05
AMNoiseGaiJam,30.0,6003,1500,Identity,IDENTITY_BASELINE,1500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,1500,0.0,False,False,75,75,0,0,-2.892982399659862e-15
AMNoiseGaiJam,30.0,6003,1500,adapt_filter_oracle,ORACLE_UPPER_BOUND,1500,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,33.126666967291385,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,28.636530239304527,False,True,75,0,0,449,-8.685846208955405e-05
AMNoiseGaiJam,30.0,6003,1500,adapt_filter_fair,FAIR_PROTOTYPE_A,1500,1425,75,0.5341481862961103,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.06829637259222082, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9999999999999997, ""topk_candidates"": [{""center"": 1425, ""matched_response"": 2882.370144071157, ""normalized_peak"": 0.9999999999999997, ""relative_score"": 224.8206766535258}, {""center"": 1147, ""matched_response"": 2685.514718762979, ""normalized_peak"": 0.9317036274077786, ""relative_score"": 209.46623995436133}, {""center"": 988, ""matched_response"": 2387.195290876367, ""normalized_peak"": 0.8282056680980642, ""relative_score"": 186.19775871009224}, {""center"": 1286, ""matched_response"": 2237.447273803982, ""normalized_peak"": 0.7762525844941397, ""relative_score"": 174.51763130002075}, {""center"": 1574, ""matched_response"": 2183.721016927646, ""normalized_peak"": 0.7576129739684591, ""relative_score"": 170.32706144907905}]}",PASS,,PASS,0.7088750135153532,402382,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,-11.385257560501739,False,False,75,75,0,441,-26.500438921929756
AMNoiseGaiJam,30.0,6003,1500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,1500,1425,75,0.5017843449657312,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.953854938561749, 4.936176166320573, 4.906749481902113, 4.890560599872774, 4.884487023669645], ""candidate_separation"": 125, ""margin_confidence"": 0.0035686899314627653, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9999999999999997, ""topk_candidates"": [{""center"": 1425, ""local_peak"": 2882.341320657952, ""observable_selection_score"": 4.953854938561749, ""off_candidate_peak"": 157.16135532463446, ""stability_proxy"": 18.340013133025824}, {""center"": 1147, ""local_peak"": 2685.4878638843397, ""observable_selection_score"": 4.936176166320573, ""off_candidate_peak"": 146.42780484428462, ""stability_proxy"": 18.340013133025817}, {""center"": 988, ""local_peak"": 2387.171419162176, ""observable_selection_score"": 4.906749481902113, ""off_candidate_peak"": 130.16192528583608, ""stability_proxy"": 18.340013133025806}, {""center"": 1286, ""local_peak"": 2237.4248995549874, ""observable_selection_score"": 4.890560599872774, ""off_candidate_peak"": 121.9969082533493, ""stability_proxy"": 18.340013133025796}, {""center"": 1574, ""local_peak"": 2183.6991799358466, ""observable_selection_score"": 4.884487023669645, ""off_candidate_peak"": 119.06748180040996, ""stability_proxy"": 18.340013133025792}]}",PASS,,PASS,2.280290995258838,970420,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,-11.385257560501739,False,False,75,75,0,441,-26.500438921929756
AMNoiseGaiJam,30.0,6003,3500,Identity,IDENTITY_BASELINE,3500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,3500,0.0,False,False,75,75,0,0,-2.892982399659862e-15
AMNoiseGaiJam,30.0,6003,3500,adapt_filter_oracle,ORACLE_UPPER_BOUND,3500,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,32.42754103848711,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,3500,28.636237810205103,False,True,75,0,0,100,-8.685846209244706e-05
AMNoiseGaiJam,30.0,6003,3500,adapt_filter_fair,FAIR_PROTOTYPE_A,3500,3425,75,0.5341481862961104,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.06829637259222107, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9999999999999997, ""topk_candidates"": [{""center"": 3425, ""matched_response"": 2882.370144071157, ""normalized_peak"": 0.9999999999999997, ""relative_score"": 324.65736106204577}, {""center"": 3147, ""matched_response"": 2685.5147187629786, ""normalized_peak"": 0.9317036274077783, ""relative_score"": 302.484440966145}, {""center"": 2988, ""matched_response"": 2387.1952908763665, ""normalized_peak"": 0.8282056680980641, ""relative_score"": 268.88306662134613}, {""center"": 3286, ""matched_response"": 2237.4472738039826, ""normalized_peak"": 0.7762525844941399, ""relative_score"": 252.01611559946025}, {""center"": 3574, ""matched_response"": 2183.721016927646, ""normalized_peak"": 0.7576129739684591, ""relative_score"": 245.9646288349684}]}",PASS,,PASS,0.7774170371703804,402382,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,-11.385549989601163,False,False,75,75,0,120,-26.500438921929753
AMNoiseGaiJam,30.0,6003,3500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,3500,3425,75,0.5017843449657312,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.953854938561749, 4.936176166320573, 4.906749481902113, 4.890560599872774, 4.884487023669645], ""candidate_separation"": 125, ""margin_confidence"": 0.0035686899314627653, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9999999999999997, ""topk_candidates"": [{""center"": 3425, ""local_peak"": 2882.3413206579517, ""observable_selection_score"": 4.953854938561749, ""off_candidate_peak"": 157.1613553246344, ""stability_proxy"": 18.340013133025828}, {""center"": 3147, ""local_peak"": 2685.4878638843397, ""observable_selection_score"": 4.936176166320573, ""off_candidate_peak"": 146.42780484428462, ""stability_proxy"": 18.340013133025817}, {""center"": 2988, ""local_peak"": 2387.171419162176, ""observable_selection_score"": 4.906749481902113, ""off_candidate_peak"": 130.16192528583608, ""stability_proxy"": 18.340013133025806}, {""center"": 3286, ""local_peak"": 2237.4248995549874, ""observable_selection_score"": 4.890560599872774, ""off_candidate_peak"": 121.99690825334932, ""stability_proxy"": 18.340013133025792}, {""center"": 3574, ""local_peak"": 2183.699179935846, ""observable_selection_score"": 4.884487023669645, ""off_candidate_peak"": 119.06748180040998, ""stability_proxy"": 18.34001313302579}]}",PASS,,PASS,2.3900840315036476,970420,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,-11.385549989601163,False,False,75,75,0,120,-26.500438921929753
AMNoiseGaiJam,30.0,6004,500,Identity,IDENTITY_BASELINE,500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,500,0.0,False,False,163,163,84,84,-3.857309866213149e-15
AMNoiseGaiJam,30.0,6004,500,adapt_filter_oracle,ORACLE_UPPER_BOUND,500,500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,33.20545802125707,400257328,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,27.619377610992615,False,True,163,0,84,628,-8.685846209244706e-05
AMNoiseGaiJam,30.0,6004,500,adapt_filter_fair,FAIR_PROTOTYPE_A,500,663,163,0.5317666333277136,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.06353326665542758, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9999999999999996, ""topk_candidates"": [{""center"": 663, ""matched_response"": 2320.930549624801, ""normalized_peak"": 0.9999999999999996, ""relative_score"": 278.3977469792501}, {""center"": 911, ""matched_response"": 2173.47425012676, ""normalized_peak"": 0.9364667333445719, ""relative_score"": 260.71022868414707}, {""center"": 500, ""matched_response"": 2131.242028859459, ""normalized_peak"": 0.9182704881901753, ""relative_score"": 255.644435029681}, {""center"": 1444, ""matched_response"": 23.404551764477688, ""normalized_peak"": 0.010084124132133653, ""relative_score"": 2.8073974386450957}, {""center"": 2609, ""matched_response"": 21.867696618436653, ""normalized_peak"": 0.009421952165682748, ""relative_score"": 2.6230502550723442}]}",PASS,,PASS,0.7853750139474869,402382,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,-19.68868032436565,False,False,163,163,84,603,-33.33798590160762
AMNoiseGaiJam,30.0,6004,500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,500,663,163,0.5016738745379169,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.8997147321072525, 4.883311716640986, 4.878408494290624, 3.7608685847409076, 3.744607490752404], ""candidate_separation"": 125, ""margin_confidence"": 0.0033477490758342535, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9999999999999996, ""topk_candidates"": [{""center"": 663, ""local_peak"": 2320.9073405513964, ""observable_selection_score"": 4.8997147321072525, ""off_candidate_peak"": 126.54883743632669, ""stability_proxy"": 18.340013133025796}, {""center"": 911, ""local_peak"": 2173.452515601605, ""observable_selection_score"": 4.883311716640986, ""off_candidate_peak"": 118.50877640255017, ""stability_proxy"": 18.340013133025785}, {""center"": 500, ""local_peak"": 2131.2207166522926, ""observable_selection_score"": 4.878408494290624, ""off_candidate_peak"": 116.20606273255491, ""stability_proxy"": 18.340013133025778}, {""center"": 1444, ""local_peak"": 23.4043177213004, ""observable_selection_score"": 3.7608685847409076, ""off_candidate_peak"": 1.2761341854851171, ""stability_proxy"": 18.34001313301156}, {""center"": 2609, ""local_peak"": 21.867477943657384, ""observable_selection_score"": 3.744607490752404, ""off_candidate_peak"": 1.1923370929478416, ""stability_proxy"": 18.340013133010554}]}",PASS,,PASS,2.478417009115219,970512,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,-19.68868032436565,False,False,163,163,84,603,-33.33798590160762
AMNoiseGaiJam,30.0,6004,1500,Identity,IDENTITY_BASELINE,1500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,1500,0.0,False,False,260,260,0,0,-3.857309866213149e-15
AMNoiseGaiJam,30.0,6004,1500,adapt_filter_oracle,ORACLE_UPPER_BOUND,1500,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,32.95966703444719,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,30.98959060878358,False,True,260,0,0,446,-8.685846208858971e-05
AMNoiseGaiJam,30.0,6004,1500,adapt_filter_fair,FAIR_PROTOTYPE_A,1500,1240,260,0.5039169726633057,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.007833945326611852, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9999999999999997, ""topk_candidates"": [{""center"": 1240, ""matched_response"": 2854.8755404050303, ""normalized_peak"": 0.9999999999999997, ""relative_score"": 203.96911475041958}, {""center"": 1082, ""matched_response"": 2832.5106015072156, ""normalized_peak"": 0.9921660546733878, ""relative_score"": 202.37123185714736}, {""center"": 1441, ""matched_response"": 2537.30899200818, ""normalized_peak"": 0.8887634350771745, ""relative_score"": 181.28029107523335}, {""center"": 1663, ""matched_response"": 2320.9305496248026, ""normalized_peak"": 0.8129708342015932, ""relative_score"": 165.82094137000917}, {""center"": 1911, ""matched_response"": 2173.47425012676, ""normalized_peak"": 0.7613201414091774, ""relative_score"": 155.28579528489422}]}",PASS,,PASS,0.7074999739415944,402382,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,-20.620694347670373,False,False,260,260,0,490,-35.88059533199102
AMNoiseGaiJam,30.0,6004,1500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,1500,1240,260,0.5001984775136097,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.951459605140288, 4.949494098357952, 4.921989515866192, 4.899714732107253, 4.8833117166409865], ""candidate_separation"": 125, ""margin_confidence"": 0.0003969550272197419, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9999999999999997, ""topk_candidates"": [{""center"": 1240, ""local_peak"": 2854.8469919351123, ""observable_selection_score"": 4.951459605140288, ""off_candidate_peak"": 155.66221088436524, ""stability_proxy"": 18.340013133025824}, {""center"": 1082, ""local_peak"": 2832.48227668445, ""observable_selection_score"": 4.949494098357952, ""off_candidate_peak"": 154.4427616348776, ""stability_proxy"": 18.34001313302582}, {""center"": 1441, ""local_peak"": 2537.2836191719875, ""observable_selection_score"": 4.921989515866192, ""off_candidate_peak"": 138.34688125729588, ""stability_proxy"": 18.340013133025813}, {""center"": 1663, ""local_peak"": 2320.9073405513964, ""observable_selection_score"": 4.899714732107253, ""off_candidate_peak"": 126.54883743632668, ""stability_proxy"": 18.3400131330258}, {""center"": 1911, ""local_peak"": 2173.452515601605, ""observable_selection_score"": 4.8833117166409865, ""off_candidate_peak"": 118.50877640255011, ""stability_proxy"": 18.340013133025796}]}",PASS,,PASS,2.2745830356143415,970374,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,-20.620694347670373,False,False,260,260,0,490,-35.88059533199102
AMNoiseGaiJam,30.0,6004,3500,Identity,IDENTITY_BASELINE,3500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,3500,0.0,False,False,260,260,1,1,-3.857309866213149e-15
AMNoiseGaiJam,30.0,6004,3500,adapt_filter_oracle,ORACLE_UPPER_BOUND,3500,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,32.296916004270315,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,3500,30.989305188320042,False,True,260,0,1,97,-8.68584620905184e-05
AMNoiseGaiJam,30.0,6004,3500,adapt_filter_fair,FAIR_PROTOTYPE_A,3500,3240,260,0.5039169726633056,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.007833945326611476, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9999999999999997, ""topk_candidates"": [{""center"": 3240, ""matched_response"": 2854.87554040503, ""normalized_peak"": 0.9999999999999997, ""relative_score"": 321.45063501363825}, {""center"": 3082, ""matched_response"": 2832.510601507216, ""normalized_peak"": 0.992166054673388, ""relative_score"": 318.93240831373686}, {""center"": 3441, ""matched_response"": 2537.3089920081798, ""normalized_peak"": 0.8887634350771744, ""relative_score"": 285.69357058246027}, {""center"": 3663, ""matched_response"": 2320.930549624801, ""normalized_peak"": 0.8129708342015929, ""relative_score"": 261.32999090166936}, {""center"": 3911, ""matched_response"": 2173.47425012676, ""normalized_peak"": 0.7613201414091776, ""relative_score"": 244.72684290465307}]}",PASS,,PASS,0.770249986089766,402428,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,-20.620979768133907,False,False,260,260,1,144,-35.88059533199102
AMNoiseGaiJam,30.0,6004,3500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,3500,3240,260,0.5001984775136097,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.951459605140288, 4.949494098357952, 4.9219895158661915, 4.8997147321072525, 4.883311716640986], ""candidate_separation"": 125, ""margin_confidence"": 0.0003969550272197419, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9999999999999997, ""topk_candidates"": [{""center"": 3240, ""local_peak"": 2854.8469919351123, ""observable_selection_score"": 4.951459605140288, ""off_candidate_peak"": 155.66221088436518, ""stability_proxy"": 18.34001313302583}, {""center"": 3082, ""local_peak"": 2832.48227668445, ""observable_selection_score"": 4.949494098357952, ""off_candidate_peak"": 154.44276163487763, ""stability_proxy"": 18.340013133025817}, {""center"": 3441, ""local_peak"": 2537.2836191719875, ""observable_selection_score"": 4.9219895158661915, ""off_candidate_peak"": 138.3468812572959, ""stability_proxy"": 18.34001313302581}, {""center"": 3663, ""local_peak"": 2320.9073405513964, ""observable_selection_score"": 4.8997147321072525, ""off_candidate_peak"": 126.54883743632669, ""stability_proxy"": 18.340013133025796}, {""center"": 3911, ""local_peak"": 2173.452515601605, ""observable_selection_score"": 4.883311716640986, ""off_candidate_peak"": 118.50877640255018, ""stability_proxy"": 18.340013133025785}]}",PASS,,PASS,2.4828329915180802,970374,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,-20.620979768133907,False,False,260,260,1,144,-35.88059533199102
AMNoiseGaiJam,30.0,6005,500,Identity,IDENTITY_BASELINE,500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,500,0.0,False,False,1,1,88,88,-2.892982399659862e-15
AMNoiseGaiJam,30.0,6005,500,adapt_filter_oracle,ORACLE_UPPER_BOUND,500,500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,32.96837501693517,400257328,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,25.941664854443477,False,True,1,0,88,623,-0.017140084112460083
AMNoiseGaiJam,30.0,6005,500,adapt_filter_fair,FAIR_PROTOTYPE_A,500,500,0,0.5978296532422304,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.1976207055808242, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9980386009036366, ""topk_candidates"": [{""center"": 500, ""matched_response"": 2630.8751502440687, ""normalized_peak"": 0.9980386009036366, ""relative_score"": 329.4088289125869}, {""center"": 639, ""matched_response"": 2110.9597467577773, ""normalized_peak"": 0.8008055083961607, ""relative_score"": 264.31082371832827}, {""center"": 917, ""matched_response"": 1919.1212245310248, ""normalized_peak"": 0.7280303900843521, ""relative_score"": 240.29094465216534}, {""center"": 775, ""matched_response"": 1326.6582327795518, ""normalized_peak"": 0.503275925654534, ""relative_score"": 166.10933999913001}, {""center"": 1069, ""matched_response"": 28.892309165246857, ""normalized_peak"": 0.010960474431286936, ""relative_score"": 3.6175725502677056}]}",PASS,,PASS,0.7233329815790057,402382,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,25.941664854443477,False,True,1,0,88,619,-0.017140084112460083
AMNoiseGaiJam,30.0,6005,500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,500,500,0,0.5045982531004998,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.931039133085826, 4.876019065421253, 4.852212069286519, 4.759969154605257, 3.8115764762737667], ""candidate_separation"": 125, ""margin_confidence"": 0.011157905297362918, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9980386009036366, ""topk_candidates"": [{""center"": 500, ""local_peak"": 2630.8488417556523, ""observable_selection_score"": 4.931039133085826, ""off_candidate_peak"": 143.44858003499073, ""stability_proxy"": 18.34001313302581}, {""center"": 639, ""local_peak"": 2110.9386373714046, ""observable_selection_score"": 4.876019065421253, ""off_candidate_peak"": 115.10017043390842, ""stability_proxy"": 18.340013133025785}, {""center"": 917, ""local_peak"": 1919.10203351069, ""observable_selection_score"": 4.852212069286519, ""off_candidate_peak"": 104.64016680854223, ""stability_proxy"": 18.34001313302577}, {""center"": 775, ""local_peak"": 1326.6449663298895, ""observable_selection_score"": 4.759969154605257, ""off_candidate_peak"": 72.33609685594618, ""stability_proxy"": 18.34001313302569}, {""center"": 1069, ""local_peak"": 28.89202024504449, ""observable_selection_score"": 3.8115764762737667, ""off_candidate_peak"": 1.5753543923595634, ""stability_proxy"": 18.340013133014295}]}",PASS,,PASS,2.26620800094679,970420,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,25.941664854443477,False,True,1,0,88,619,-0.017140084112460083
AMNoiseGaiJam,30.0,6005,1500,Identity,IDENTITY_BASELINE,1500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,1500,0.0,False,False,355,355,1,1,-2.892982399659862e-15
AMNoiseGaiJam,30.0,6005,1500,adapt_filter_oracle,ORACLE_UPPER_BOUND,1500,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,32.21099998336285,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,29.289695790963677,False,True,355,0,1,454,-0.12145118602407773
