jammer,algorithm,jsr_db,seed,jammer_contract_status,jammer_comparable,requested_jsr_db,measured_jsr_db,jsr_error_db,jsr_status,legacy_components_available,interface_status,oracle_input_status,forbidden_keys_present,delta_sinr_db,pd_identity,pd_algorithm,peak_error_identity,peak_error_algorithm,false_peak_identity,false_peak_algorithm,target_only_response_change_db,target_preservation_status,runtime_ms,memory_usage_bytes,max_false_peak_db_after
AMNoiseGaiJam,Current_WLN,30.0,2000,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.9943494550836594,0.0,0.0,275,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.3163750302046537,839398,-inf
AMNoiseGaiJam,Current_WLN,30.0,2001,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.627356364122802,0.0,0.0,270,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.41950002964586,839441,-inf
AMNoiseGaiJam,Current_WLN,30.0,2002,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.064147674778175,0.0,0.0,200,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.0654579857364297,839402,-inf
AMNoiseGaiJam,Current_WLN,30.0,2003,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.0323553561031034,0.0,0.0,309,0,2,2,1.7542552869168084,TARGET_PRESERVED,2.3745420039631426,839262,-36.32685680077615
AMNoiseGaiJam,Current_WLN,30.0,2004,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.2588373167377593,0.0,0.0,345,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.3109999601729214,839423,-inf
AMNoiseGaiJam,Current_WLN,30.0,2005,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.6245189543017364,0.0,0.0,1,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.105874998960644,839407,-inf
AMNoiseGaiJam,Current_WLN,30.0,2006,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.321994700425904,0.0,0.0,458,0,1,1,1.7542552869168084,TARGET_PRESERVED,2.3691250244155526,839350,-39.146646807699
AMNoiseGaiJam,Current_WLN,30.0,2007,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.4138879339888337,0.0,0.0,1,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.139458025339991,839331,-inf
AMNoiseGaiJam,Current_WLN,30.0,2008,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.0265327674433333,0.0,0.0,245,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.287957991939038,839261,-inf
AMNoiseGaiJam,Current_WLN,30.0,2009,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,3.0063652576619244,0.0,0.0,365,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.197833964601159,839349,-inf
AMNoiseGaiJam,Current_WLN,30.0,2010,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.0434222753498155,0.0,0.0,0,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.2241250262595713,839351,-inf
AMNoiseGaiJam,Current_WLN,30.0,2011,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.798052397650224,0.0,0.0,42,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.3763339850120246,839439,-inf
AMNoiseGaiJam,Current_WLN,30.0,2012,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.9532823249633378,0.0,0.0,341,0,0,0,1.7542552869168084,TARGET_PRESERVED,2.152458007913083,839310,-inf
AMNoiseGaiJam,Current_WLN,30.0,2013,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.359710871195041,0.0,0.0,427,0,1,1,1.7542552869168084,TARGET_PRESERVED,2.051624993328005,839352,-37.25148982213651
AMNoiseGaiJam,Current_WLN,30.0,2014,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.8760432791608999,0.0,0.0,399,1,1,0,1.7542552869168084,TARGET_PRESERVED,2.0611670333892107,839334,-inf
AMNoiseGaiJam,Current_WLN,30.0,2015,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.1770496348671493,0.0,0.0,196,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.1531659876927733,839285,-inf
