Jammer,Algorithm,JSR_dB,Trials,InterfacePassRate,Pd_before,Pd_after,MeanDeltaSINR_dB,DeltaSINR_std_dB,DeltaSINR_ci95_dB,MeanPeakError_before,MeanPeakError_after,MeanFalsePeak_before,MeanFalsePeak_after,MeanWindowPeakChange_dB,MeanReferenceResponseVsClean_dB,MeanTargetOnlyResponseChange_dB,TargetOnlyResponseChange_std_dB,TargetOnlyResponseChange_ci95_dB,Pd_after_ci95,MeanRuntime_ms,Conclusion
FMZuse,adapt_filter,30.0,20,1.0,0.0,1.0,30.688918143377077,2.561157477631157,1.1224767553287722,449.6,1.0,0.8,449.1,-1.4867760335944005,0.7027632494352867,-0.28757652475240925,5.695323946259567e-17,2.4960857735528752e-17,0.0,68.99079805298243,Blocked oracle-risk
FMZuse,FrFT,30.0,20,1.0,0.0,0.0,-0.04930479137863904,0.7464994411114667,0.32716780511620475,449.6,449.55,0.8,0.85,-0.3094122539022962,0.6926790087610004,-0.33741841018336743,5.695323946259567e-17,2.4960857735528752e-17,0.0,79.33734790422022,Conditional
FMZuse,qpzh,30.0,20,1.0,0.0,0.0,-0.7211630200788659,4.767170858560859,2.0893047476192304,449.6,449.15,0.8,1.6,-9.410071766370367,-7.30985564219999,-8.678947198979587e-15,0.0,0.0,0.0,1.9297105027362704,Conditional
FMNoiseAimedJam,Identity,0.0,20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-8.486081705668932e-15,0.08252987574264173,-8.678947198979587e-15,0.0,0.0,0.0,0.4118855023989454,Baseline
FMNoiseAimedJam,WLN,0.0,20,1.0,1.0,1.0,-0.3811044986662708,0.08826180222991833,0.03868244036213702,0.0,0.0,0.5,0.35,2.146557685610209,2.2290875613528596,1.7542552869168084,0.0,0.0,0.0,4.916604203754105,Conditional
FMNoiseAimedJam,FDC,0.0,20,1.0,1.0,1.0,-0.001979425579528815,0.0064214027276467385,0.0028143038299444523,0.0,0.0,0.5,0.5,-0.05648621259100979,0.026043663151640473,-8.678947198979587e-15,0.0,0.0,0.0,0.9645186946727335,Neutral
FMNoiseAimedJam,adapt_filter,0.0,20,1.0,1.0,1.0,10.441992458808883,0.49908629606269783,0.21873421338841648,0.0,1.0,0.5,447.6,-0.1835080297415458,-0.23565303659712028,-0.28757652475240925,5.695323946259567e-17,2.4960857735528752e-17,0.0,67.21684164949693,Blocked oracle-risk
FMNoiseAimedJam,FrFT,0.0,20,1.0,1.0,1.0,-0.24574576040560778,0.04373383945034314,0.01916720023389374,0.0,0.0,0.5,0.35,-0.3325684331358912,-0.25003855739324077,-0.33741841018336743,5.695323946259567e-17,2.4960857735528752e-17,0.0,79.91511861036997,Conditional
FMNoiseAimedJam,qpzh,0.0,20,1.0,1.0,1.0,1.6429285380043546,0.42244366598512284,0.18514409974616225,0.0,0.0,0.5,0.5,0.2801569620354651,0.3626868377781153,-8.678947198979587e-15,0.0,0.0,0.0,1.7393876099959016,Recommended
FMNoiseAimedJam,Identity,10.0,20,1.0,0.85,0.85,0.0,0.0,0.0,0.65,0.65,0.4,0.4,-8.148567092375279e-15,0.28913778634784676,-8.678947198979587e-15,0.0,0.0,0.16055889229418857,0.41520225640852004,Baseline
FMNoiseAimedJam,WLN,10.0,20,1.0,0.85,0.75,1.4154874011914313,0.20592321886888956,0.09024982984513527,0.65,0.65,0.4,0.3,3.5553590524522343,3.834561463973961,1.7542552869168084,0.0,0.0,0.19470625648856144,4.978050000499934,Harmful/Not demonstrated
FMNoiseAimedJam,FDC,10.0,20,1.0,0.85,0.85,-0.005010221937268078,0.012602126276381498,0.005523125358944964,0.65,0.65,0.4,0.4,-0.08135966189593409,0.20732632087365777,-8.678947198979587e-15,0.0,0.0,0.16055889229418857,0.977260255604051,Neutral
FMNoiseAimedJam,adapt_filter,10.0,20,1.0,0.85,1.0,19.379638241473778,1.2139782511854473,0.532049426999967,0.65,1.0,0.4,446.4,-0.3221955194289813,-0.08504802982074089,-0.28757652475240925,5.695323946259567e-17,2.4960857735528752e-17,0.0,62.48445409582928,Blocked oracle-risk
FMNoiseAimedJam,FrFT,10.0,20,1.0,0.85,0.75,-0.20491591300078654,0.06660800982480077,0.02919224741158876,0.65,0.7,0.4,0.35,-0.3170859767357289,-0.039636863548551914,-0.33741841018336743,5.695323946259567e-17,2.4960857735528752e-17,0.19470625648856144,80.1656437892234,Harmful/Not demonstrated
FMNoiseAimedJam,qpzh,10.0,20,1.0,0.85,1.0,2.631945884721373,0.48648733967260005,0.21321247729338894,0.65,0.6,0.4,0.5,-0.11162312399849776,0.20423930366739235,-8.678947198979587e-15,0.0,0.0,0.0,1.7909207963384688,Recommended
FMNoiseAimedJam,Identity,20.0,20,1.0,0.1,0.1,0.0,0.0,0.0,242.2,242.2,0.4,0.4,-6.702075892545349e-15,1.101887657357312,-8.678947198979587e-15,0.0,0.0,0.1348964515158903,0.4132771980948746,Baseline
FMNoiseAimedJam,WLN,20.0,20,1.0,0.1,0.25,2.429394626499838,0.6456436375746424,0.28296580031999896,242.2,123.3,0.4,0.25,4.420948488370994,5.566525448496914,1.7542552869168084,0.0,0.0,0.19470625648856144,4.947843655827455,Recommended
FMNoiseAimedJam,FDC,20.0,20,1.0,0.1,0.1,-0.00504107763877446,0.0363850475109926,0.015946450161431237,242.2,242.2,0.4,0.4,-0.08241261393026657,1.0182479375290483,-8.678947198979587e-15,0.0,0.0,0.1348964515158903,0.967785352258943,Neutral
FMNoiseAimedJam,adapt_filter,20.0,20,1.0,0.1,1.0,27.67742626813225,2.4797076921285988,1.0867798129300188,242.2,1.0,0.4,448.4,-1.224717534325233,0.6223132396608323,-0.28757652475240925,5.695323946259567e-17,2.4960857735528752e-17,0.0,67.35905619862024,Blocked oracle-risk
FMNoiseAimedJam,FrFT,20.0,20,1.0,0.1,0.1,-0.22492244489217753,0.19098851300052364,0.08370440640619153,242.2,242.2,0.4,0.35,-0.40679986984840505,0.6670913244419282,-0.33741841018336743,5.695323946259567e-17,2.4960857735528752e-17,0.1348964515158903,80.53272709366865,Conditional
FMNoiseAimedJam,qpzh,20.0,20,1.0,0.1,0.35,-0.7924260866566032,4.574681183012238,2.0049424277184857,242.2,241.9,0.4,0.9,-6.557957691618675,-4.7650387453569945,-8.678947198979587e-15,0.0,0.0,0.21447168872174688,1.911804047995247,Conditional
FMNoiseAimedJam,Identity,30.0,20,1.0,0.05,0.05,0.0,0.0,0.0,364.3,364.3,0.4,0.4,-3.5197952529194987e-15,5.0803084721390865,-8.678947198979587e-15,0.0,0.0,0.09799999999999998,0.4442562465555966,Baseline
FMNoiseAimedJam,WLN,30.0,20,1.0,0.05,0.1,1.546767818125242,0.6701416806982619,0.29370254110906535,364.3,322.05,0.4,0.25,3.5178455681985072,8.628716340099398,1.7542552869168084,0.0,0.0,0.1348964515158903,5.742583458777517,Recommended
